mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_boosting_type,param_device,param_learning_rate,param_max_depth,param_min_data_in_leaf,param_n_estimators,param_num_leaves,param_objective,param_random_state,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
54.41760926246643,2.500482103403362,1.2709763526916504,0.022652243370889866,dart,gpu,0.1,-1,100,200,31,binary,47,"{'boosting_type': 'dart', 'device': 'gpu', 'learning_rate': 0.1, 'max_depth': -1, 'min_data_in_leaf': 100, 'n_estimators': 200, 'num_leaves': 31, 'objective': 'binary', 'random_state': 47}",0.9680318746761135,0.9680318746761135,0.968040370058873,0.968023379293354,0.9680318746761135,0.9680318746761134,5.372951822981715e-06,15
66.26848154067993,1.3996311852449042,1.6386846542358398,0.022942872265770364,dart,gpu,0.1,-1,100,200,63,binary,47,"{'boosting_type': 'dart', 'device': 'gpu', 'learning_rate': 0.1, 'max_depth': -1, 'min_data_in_leaf': 100, 'n_estimators': 200, 'num_leaves': 63, 'objective': 'binary', 'random_state': 47}",0.9680488654416325,0.968023379293354,0.9680658562071515,0.9680488654416325,0.9680488654416325,0.9680471663650806,1.3592612415180838e-05,11
84.98541207313538,1.3355661110699106,2.161483097076416,0.026477437117055726,dart,gpu,0.1,-1,100,200,127,binary,47,"{'boosting_type': 'dart', 'device': 'gpu', 'learning_rate': 0.1, 'max_depth': -1, 'min_data_in_leaf': 100, 'n_estimators': 200, 'num_leaves': 127, 'objective': 'binary', 'random_state': 47}",0.9680658562071515,0.9680743515899108,0.9680828469726703,0.9680828469726703,0.9680998377381893,0.9680811478961185,1.1270398825440211e-05,8
110.10508923530578,2.7229620198331435,2.8500247478485106,0.05260269621326649,dart,gpu,0.1,-1,100,200,255,binary,47,"{'boosting_type': 'dart', 'device': 'gpu', 'learning_rate': 0.1, 'max_depth': -1, 'min_data_in_leaf': 100, 'n_estimators': 200, 'num_leaves': 255, 'objective': 'binary', 'random_state': 47}",0.9681508100347461,0.9681338192692271,0.9680658562071515,0.9680998377381893,0.9681423146519866,0.9681185275802602,3.151317547379399e-05,4
53.5297860622406,0.7323575701593457,1.3035372734069823,0.021896547043831822,dart,gpu,0.1,10,100,200,31,binary,47,"{'boosting_type': 'dart', 'device': 'gpu', 'learning_rate': 0.1, 'max_depth': 10, 'min_data_in_leaf': 100, 'n_estimators': 200, 'num_leaves': 31, 'objective': 'binary', 'random_state': 47}",0.968040370058873,0.9680318746761135,0.9680488654416325,0.9680318746761135,0.9680318746761135,0.9680369719057692,6.796306207590419e-06,13
66.79602813720703,0.8096507849958202,1.6662485599517822,0.034954802221300874,dart,gpu,0.1,10,100,200,63,binary,47,"{'boosting_type': 'dart', 'device': 'gpu', 'learning_rate': 0.1, 'max_depth': 10, 'min_data_in_leaf': 100, 'n_estimators': 200, 'num_leaves': 63, 'objective': 'binary', 'random_state': 47}",0.9680488654416325,0.9680488654416325,0.9680658562071515,0.9680828469726703,0.9680743515899108,0.9680641571305995,1.3592612415133653e-05,9
88.45258822441102,1.5044805599666884,2.2500407218933107,0.03357535992373758,dart,gpu,0.1,10,100,200,127,binary,47,"{'boosting_type': 'dart', 'device': 'gpu', 'learning_rate': 0.1, 'max_depth': 10, 'min_data_in_leaf': 100, 'n_estimators': 200, 'num_leaves': 127, 'objective': 'binary', 'random_state': 47}",0.9680743515899108,0.9681423146519866,0.9680998377381893,0.9680998377381893,0.9680913423554298,0.9681015368147412,2.241235901194752e-05,5
109.30156650543213,2.029568709126759,2.9648783683776854,0.05026446069316477,dart,gpu,0.1,10,100,200,255,binary,47,"{'boosting_type': 'dart', 'device': 'gpu', 'learning_rate': 0.1, 'max_depth': 10, 'min_data_in_leaf': 100, 'n_estimators': 200, 'num_leaves': 255, 'objective': 'binary', 'random_state': 47}",0.9681253238864677,0.9681508100347461,0.9680998377381893,0.9681168285037083,0.9681168285037083,0.968121925733364,1.6647482344263314e-05,1
52.948831176757814,0.8421598985060049,1.3166766166687012,0.03536708712135891,dart,gpu,0.1,15,100,200,31,binary,47,"{'boosting_type': 'dart', 'device': 'gpu', 'learning_rate': 0.1, 'max_depth': 15, 'min_data_in_leaf': 100, 'n_estimators': 200, 'num_leaves': 31, 'objective': 'binary', 'random_state': 47}",0.968040370058873,0.9680318746761135,0.9680488654416325,0.968023379293354,0.9680318746761135,0.9680352728292172,8.663624493213831e-06,14
68.31511917114258,0.7578433832039251,1.6893635272979737,0.031854280281076855,dart,gpu,0.1,15,100,200,63,binary,47,"{'boosting_type': 'dart', 'device': 'gpu', 'learning_rate': 0.1, 'max_depth': 15, 'min_data_in_leaf': 100, 'n_estimators': 200, 'num_leaves': 63, 'objective': 'binary', 'random_state': 47}",0.9680318746761135,0.9680488654416325,0.9680488654416325,0.9680488654416325,0.9680318746761135,0.9680420691354248,8.323741172153185e-06,12
87.34641065597535,2.1494303356361932,2.232880401611328,0.053897899213208644,dart,gpu,0.1,15,100,200,127,binary,47,"{'boosting_type': 'dart', 'device': 'gpu', 'learning_rate': 0.1, 'max_depth': 15, 'min_data_in_leaf': 100, 'n_estimators': 200, 'num_leaves': 127, 'objective': 'binary', 'random_state': 47}",0.9680828469726703,0.9680743515899108,0.9680998377381893,0.9680998377381893,0.9680828469726703,0.9680879442023261,1.0194459311385629e-05,6
110.38997049331665,2.8195586133307504,2.9389724731445312,0.06167582938861605,dart,gpu,0.1,15,100,200,255,binary,47,"{'boosting_type': 'dart', 'device': 'gpu', 'learning_rate': 0.1, 'max_depth': 15, 'min_data_in_leaf': 100, 'n_estimators': 200, 'num_leaves': 255, 'objective': 'binary', 'random_state': 47}",0.9681253238864677,0.9681423146519866,0.9680913423554298,0.9681253238864677,0.9681253238864677,0.968121925733364,1.6647482344265578e-05,1
55.36142134666443,4.865568490546514,1.3085352420806884,0.023809099217299165,dart,gpu,0.1,20,100,200,31,binary,47,"{'boosting_type': 'dart', 'device': 'gpu', 'learning_rate': 0.1, 'max_depth': 20, 'min_data_in_leaf': 100, 'n_estimators': 200, 'num_leaves': 31, 'objective': 'binary', 'random_state': 47}",0.9680318746761135,0.9680318746761135,0.968040370058873,0.968023379293354,0.9680318746761135,0.9680318746761134,5.372951822981715e-06,15
68.50677814483643,1.4452722025137397,1.6634584426879884,0.015764455259094604,dart,gpu,0.1,20,100,200,63,binary,47,"{'boosting_type': 'dart', 'device': 'gpu', 'learning_rate': 0.1, 'max_depth': 20, 'min_data_in_leaf': 100, 'n_estimators': 200, 'num_leaves': 63, 'objective': 'binary', 'random_state': 47}",0.968040370058873,0.968040370058873,0.9680743515899108,0.968057360824392,0.9680488654416325,0.9680522635947362,1.2714724662165568e-05,10
85.87921214103699,1.4059540825273789,2.228594446182251,0.026743280051569715,dart,gpu,0.1,20,100,200,127,binary,47,"{'boosting_type': 'dart', 'device': 'gpu', 'learning_rate': 0.1, 'max_depth': 20, 'min_data_in_leaf': 100, 'n_estimators': 200, 'num_leaves': 127, 'objective': 'binary', 'random_state': 47}",0.9680828469726703,0.9680998377381893,0.9680998377381893,0.9680828469726703,0.9680743515899108,0.968087944202326,1.0194459311385629e-05,7
107.67893314361572,1.4306913818026936,2.895600700378418,0.03023825717765249,dart,gpu,0.1,20,100,200,255,binary,47,"{'boosting_type': 'dart', 'device': 'gpu', 'learning_rate': 0.1, 'max_depth': 20, 'min_data_in_leaf': 100, 'n_estimators': 200, 'num_leaves': 255, 'objective': 'binary', 'random_state': 47}",0.9681083331209488,0.9681253238864677,0.9681083331209488,0.9681253238864677,0.9681423146519866,0.968121925733364,1.2714724662156666e-05,1
48.14979128837585,1.511093305123847,0.9701383113861084,0.014555404341984681,dart,gpu,0.01,-1,100,200,31,binary,47,"{'boosting_type': 'dart', 'device': 'gpu', 'learning_rate': 0.01, 'max_depth': -1, 'min_data_in_leaf': 100, 'n_estimators': 200, 'num_leaves': 31, 'objective': 'binary', 'random_state': 47}",0.968023379293354,0.968023379293354,0.968023379293354,0.968023379293354,0.968023379293354,0.968023379293354,0.0,17
61.199906539916995,1.5028973850733798,1.200922918319702,0.024042117018963093,dart,gpu,0.01,-1,100,200,63,binary,47,"{'boosting_type': 'dart', 'device': 'gpu', 'learning_rate': 0.01, 'max_depth': -1, 'min_data_in_leaf': 100, 'n_estimators': 200, 'num_leaves': 63, 'objective': 'binary', 'random_state': 47}",0.968023379293354,0.968023379293354,0.968023379293354,0.968023379293354,0.968023379293354,0.968023379293354,0.0,17
79.46121292114258,1.1640433459432422,1.6168780326843262,0.025986117028303394,dart,gpu,0.01,-1,100,200,127,binary,47,"{'boosting_type': 'dart', 'device': 'gpu', 'learning_rate': 0.01, 'max_depth': -1, 'min_data_in_leaf': 100, 'n_estimators': 200, 'num_leaves': 127, 'objective': 'binary', 'random_state': 47}",0.968023379293354,0.968023379293354,0.968023379293354,0.968023379293354,0.968023379293354,0.968023379293354,0.0,17
102.23522758483887,1.6258728889807343,2.2171817779541017,0.028446851195674118,dart,gpu,0.01,-1,100,200,255,binary,47,"{'boosting_type': 'dart', 'device': 'gpu', 'learning_rate': 0.01, 'max_depth': -1, 'min_data_in_leaf': 100, 'n_estimators': 200, 'num_leaves': 255, 'objective': 'binary', 'random_state': 47}",0.968023379293354,0.968023379293354,0.968023379293354,0.968023379293354,0.968023379293354,0.968023379293354,0.0,17
49.084937715530394,0.7888075570516012,0.9605291843414306,0.009911735586683425,dart,gpu,0.01,10,100,200,31,binary,47,"{'boosting_type': 'dart', 'device': 'gpu', 'learning_rate': 0.01, 'max_depth': 10, 'min_data_in_leaf': 100, 'n_estimators': 200, 'num_leaves': 31, 'objective': 'binary', 'random_state': 47}",0.968023379293354,0.968023379293354,0.968023379293354,0.968023379293354,0.968023379293354,0.968023379293354,0.0,17
63.1402985572815,0.9830121792955686,1.2146153926849366,0.03993873755648359,dart,gpu,0.01,10,100,200,63,binary,47,"{'boosting_type': 'dart', 'device': 'gpu', 'learning_rate': 0.01, 'max_depth': 10, 'min_data_in_leaf': 100, 'n_estimators': 200, 'num_leaves': 63, 'objective': 'binary', 'random_state': 47}",0.968023379293354,0.968023379293354,0.968023379293354,0.968023379293354,0.968023379293354,0.968023379293354,0.0,17
81.78450989723206,2.0307133930567525,1.675817346572876,0.028195948634815077,dart,gpu,0.01,10,100,200,127,binary,47,"{'boosting_type': 'dart', 'device': 'gpu', 'learning_rate': 0.01, 'max_depth': 10, 'min_data_in_leaf': 100, 'n_estimators': 200, 'num_leaves': 127, 'objective': 'binary', 'random_state': 47}",0.968023379293354,0.968023379293354,0.968023379293354,0.968023379293354,0.968023379293354,0.968023379293354,0.0,17
104.60109133720398,2.0423236642738503,2.3586568355560305,0.032892834117219154,dart,gpu,0.01,10,100,200,255,binary,47,"{'boosting_type': 'dart', 'device': 'gpu', 'learning_rate': 0.01, 'max_depth': 10, 'min_data_in_leaf': 100, 'n_estimators': 200, 'num_leaves': 255, 'objective': 'binary', 'random_state': 47}",0.968023379293354,0.968023379293354,0.968023379293354,0.968023379293354,0.968023379293354,0.968023379293354,0.0,17
48.42634267807007,0.8735428169980121,0.9809216022491455,0.029445077639029385,dart,gpu,0.01,15,100,200,31,binary,47,"{'boosting_type': 'dart', 'device': 'gpu', 'learning_rate': 0.01, 'max_depth': 15, 'min_data_in_leaf': 100, 'n_estimators': 200, 'num_leaves': 31, 'objective': 'binary', 'random_state': 47}",0.968023379293354,0.968023379293354,0.968023379293354,0.968023379293354,0.968023379293354,0.968023379293354,0.0,17
61.1723129272461,1.1890177001441322,1.209515380859375,0.030313177916394395,dart,gpu,0.01,15,100,200,63,binary,47,"{'boosting_type': 'dart', 'device': 'gpu', 'learning_rate': 0.01, 'max_depth': 15, 'min_data_in_leaf': 100, 'n_estimators': 200, 'num_leaves': 63, 'objective': 'binary', 'random_state': 47}",0.968023379293354,0.968023379293354,0.968023379293354,0.968023379293354,0.968023379293354,0.968023379293354,0.0,17
79.68698539733887,1.6515648673446717,1.6572657108306885,0.04611798718655084,dart,gpu,0.01,15,100,200,127,binary,47,"{'boosting_type': 'dart', 'device': 'gpu', 'learning_rate': 0.01, 'max_depth': 15, 'min_data_in_leaf': 100, 'n_estimators': 200, 'num_leaves': 127, 'objective': 'binary', 'random_state': 47}",0.968023379293354,0.968023379293354,0.968023379293354,0.968023379293354,0.968023379293354,0.968023379293354,0.0,17
100.01522164344787,0.9987832984351418,2.233228158950806,0.04970349751912488,dart,gpu,0.01,15,100,200,255,binary,47,"{'boosting_type': 'dart', 'device': 'gpu', 'learning_rate': 0.01, 'max_depth': 15, 'min_data_in_leaf': 100, 'n_estimators': 200, 'num_leaves': 255, 'objective': 'binary', 'random_state': 47}",0.968023379293354,0.968023379293354,0.968023379293354,0.968023379293354,0.968023379293354,0.968023379293354,0.0,17
48.52625951766968,0.7606989948413649,0.973238754272461,0.02126938551625971,dart,gpu,0.01,20,100,200,31,binary,47,"{'boosting_type': 'dart', 'device': 'gpu', 'learning_rate': 0.01, 'max_depth': 20, 'min_data_in_leaf': 100, 'n_estimators': 200, 'num_leaves': 31, 'objective': 'binary', 'random_state': 47}",0.968023379293354,0.968023379293354,0.968023379293354,0.968023379293354,0.968023379293354,0.968023379293354,0.0,17
63.312214374542236,2.5089406645582044,1.2029086589813232,0.02714427591912601,dart,gpu,0.01,20,100,200,63,binary,47,"{'boosting_type': 'dart', 'device': 'gpu', 'learning_rate': 0.01, 'max_depth': 20, 'min_data_in_leaf': 100, 'n_estimators': 200, 'num_leaves': 63, 'objective': 'binary', 'random_state': 47}",0.968023379293354,0.968023379293354,0.968023379293354,0.968023379293354,0.968023379293354,0.968023379293354,0.0,17
79.23564810752869,1.109654804951077,1.6779825687408447,0.018010509703423393,dart,gpu,0.01,20,100,200,127,binary,47,"{'boosting_type': 'dart', 'device': 'gpu', 'learning_rate': 0.01, 'max_depth': 20, 'min_data_in_leaf': 100, 'n_estimators': 200, 'num_leaves': 127, 'objective': 'binary', 'random_state': 47}",0.968023379293354,0.968023379293354,0.968023379293354,0.968023379293354,0.968023379293354,0.968023379293354,0.0,17
100.55412039756774,1.1308520482966726,2.2139939308166503,0.03881250935790279,dart,gpu,0.01,20,100,200,255,binary,47,"{'boosting_type': 'dart', 'device': 'gpu', 'learning_rate': 0.01, 'max_depth': 20, 'min_data_in_leaf': 100, 'n_estimators': 200, 'num_leaves': 255, 'objective': 'binary', 'random_state': 47}",0.968023379293354,0.968023379293354,0.968023379293354,0.968023379293354,0.968023379293354,0.968023379293354,0.0,17
